,ABANY,ABDEFECT,ABFELEGL,ABHELP1,ABHELP2,ABHELP3,ABHELP4,ABHLTH,ABINSPAY,ABMEDGOV1,ABMEDGOV2,ABMELEGL,ABMORAL,ABNOMORE,ABPOOR,ABPOORW,ABRAPE,ABSINGLE,ABSTATE1,ABSTATE2,ACQNTSEX,ACTSSOC,adminconsent,ADULTS,ADVFRONT
386,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,1,Strongly agree
387,NA,NA,Should,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,3,NA
388,NO,YES,It depends,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,WRONG ONLY SOMETIMES,YES,YES,Easy,Stay the same as now,NA,Good,R consents to possible data linkage,2,Agree
389,NO,YES,NA,Yes,Yes,Yes,Yes,YES,People should not be able,NA,The government should decide,Should not,It depends,YES,YES,NA,YES,YES,Easy,Make it harder,NA,Excellent,R consents to possible data linkage,1,NA
390,NA,NA,It depends,NA,No,No,No,NA,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NA,NA,ALWAYS WRONG,NA,NA,Very hard,Make it harder,NA,Good,R does not consent to possible data linkage,1,Strongly agree
391,YES,YES,Should,Yes,NA,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,NA,YES,YES,NA,NA,NA,Fair,R does not consent to possible data linkage,1,NA
392,NA,NA,NA,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,NA,NA,NA,NA,NA,Hard,Make it easier,NA,Very good,R consents to possible data linkage,4,NA
393,NO,YES,It depends,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,WRONG ONLY SOMETIMES,YES,NO,Hard,Make it easier,NA,Good,R does not consent to possible data linkage,1,Agree
394,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,YES,YES,NA,YES,YES,Very easy,Make it easier,NA,Fair,R consents to possible data linkage,5,NA
395,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,It depends,YES,YES,WRONG ONLY SOMETIMES,YES,YES,Neither easy nor hard,NA,NA,Very good,R consents to possible data linkage,1,Strongly agree
396,NO,YES,Should not,No,No,NA,Yes,YES,NA,A woman and her medical professional should decide,NA,NA,It depends,NO,NO,NA,NA,NO,NA,NA,NA,Excellent,R consents to possible data linkage,2,NA
397,NA,NA,NA,No,No,Yes,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,It depends,It depends,NA,NA,NA,NA,NA,Neither easy nor hard,Stay the same as now,NA,Good,R consents to possible data linkage,1,NA
398,NA,NA,NA,Yes,Yes,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,NA,NA,NOT WRONG AT ALL,NA,NA,Easy,Stay the same as now,NA,Good,R consents to possible data linkage,2,Strongly agree
399,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,It depends,YES,YES,NA,YES,YES,Neither easy nor hard,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,Strongly agree
400,NO,YES,It depends,NA,NA,NA,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,It depends,NA,NO,ALWAYS WRONG,NA,NA,NA,Stay the same as now,NA,Excellent,R does not consent to possible data linkage,2,Agree
401,NA,NA,NA,Yes,Yes,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,NA,NA,NOT WRONG AT ALL,NA,NA,Neither easy nor hard,Stay the same as now,NOT SELECTED,Very good,R does not consent to possible data linkage,1,Agree
402,NA,NA,It depends,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,Very hard,Stay the same as now,NA,Excellent,R does not consent to possible data linkage,3,NA
403,NO,NO,Should not,Yes,No,Yes,Yes,NO,People should not be able,The government should decide,NA,NA,Not morally opposed,NO,NO,NA,NO,NO,Very easy,Make it harder,NA,Excellent,R does not consent to possible data linkage,3,NA
404,NA,NA,Should not,Yes,No,Yes,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,NA,NA,NA,NA,NA,Very easy,Make it harder,NA,Excellent,R consents to possible data linkage,2,NA
405,YES,YES,Should,Yes,No,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,It depends,NO,YES,NOT WRONG AT ALL,YES,NO,Very easy,Make it harder,NA,Very good,R consents to possible data linkage,2,Agree
406,NA,NA,NA,No,No,No,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,It depends,It depends,NA,NA,ALWAYS WRONG,NA,NA,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,2,Agree
407,YES,YES,Should,Yes,No,Yes,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,NA,It depends,YES,NO,NOT WRONG AT ALL,YES,NO,Easy,Stay the same as now,NA,Excellent,R consents to possible data linkage,1,Agree
408,NA,NA,Should not,Yes,No,No,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,NA,NA,NA,NA,NA,Neither easy nor hard,Stay the same as now,NA,Excellent,R consents to possible data linkage,2,NA
409,NA,NA,Should not,No,No,No,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NA,NA,ALWAYS WRONG,NA,NA,Very easy,Make it harder,NA,Good,R does not consent to possible data linkage,2,Strongly agree
410,YES,YES,NA,Yes,No,No,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,Should,Morally opposed,NO,NO,ALWAYS WRONG,YES,NO,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,3,Strongly agree
411,NA,NA,Should not,No,No,No,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NA,NA,ALWAYS WRONG,NA,NA,Easy,Make it harder,NA,Excellent,R consents to possible data linkage,2,Strongly agree
412,YES,YES,It depends,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,It depends,NO,YES,WRONG ONLY SOMETIMES,YES,NO,Easy,Make it harder,NA,Good,R consents to possible data linkage,1,Agree
413,NO,YES,NA,Yes,NA,NA,Yes,YES,NA,NA,NA,It depends,It depends,NO,NO,ALWAYS WRONG,YES,NO,Neither easy nor hard,NA,NA,Very good,R does not consent to possible data linkage,2,Agree
414,NA,NA,It depends,Yes,No,No,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NA,NA,ALWAYS WRONG,NA,NA,Neither easy nor hard,Stay the same as now,NA,Excellent,R consents to possible data linkage,2,Strongly agree
415,NA,NA,Should not,No,No,No,No,NA,People should not be able,NA,NA,NA,Morally opposed,NA,NA,NA,NA,NA,NA,NA,NA,Good,R does not consent to possible data linkage,2,NA
416,YES,YES,NA,Yes,No,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,YES,YES,ALWAYS WRONG,YES,YES,Neither easy nor hard,Make it easier,NA,Excellent,R consents to possible data linkage,2,Strongly agree
417,YES,YES,NA,Yes,No,Yes,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,Should,It depends,NO,YES,NA,YES,NO,Very easy,NA,NA,Excellent,R does not consent to possible data linkage,2,NA
418,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,YES,NO,NA,YES,NO,NA,NA,NOT SELECTED,Very good,R consents to possible data linkage,1,NA
419,NA,NA,Should not,No,No,No,No,NA,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,NA,NA,NA,NA,NA,Neither easy nor hard,Make it harder,NA,Good,R does not consent to possible data linkage,2,NA
420,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Very easy,Stay the same as now,NA,Very good,R consents to possible data linkage,1,Strongly agree
421,NA,NA,NA,Yes,Yes,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,NA,NA,WRONG ONLY SOMETIMES,NA,NA,Easy,Stay the same as now,NA,Good,R consents to possible data linkage,2,Agree
422,YES,YES,Should,Yes,Yes,Yes,Yes,YES,NA,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,NA,YES,YES,Very easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,3,NA
423,NA,NA,NA,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,NA,NA,NA,NA,NA,Neither easy nor hard,Stay the same as now,NA,Good,R consents to possible data linkage,3,NA
424,NO,YES,It depends,No,No,No,Yes,YES,People should not be able,NA,NA,NA,Morally opposed,NO,NO,NA,YES,NO,NA,Stay the same as now,NA,Good,R does not consent to possible data linkage,5,NA
425,NA,NA,Should,Yes,Yes,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,NA,NA,NOT WRONG AT ALL,NA,NA,Neither easy nor hard,Make it easier,NA,Good,R does not consent to possible data linkage,2,Disagree
426,NO,YES,It depends,No,No,No,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NO,NO,NA,YES,NO,NA,NA,NA,Excellent,R does not consent to possible data linkage,2,NA
427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALWAYS WRONG,NA,NA,NA,NA,NA,Excellent,R does not consent to possible data linkage,2,Strongly agree
428,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Easy,Make it easier,NA,Very good,R consents to possible data linkage,2,Agree
429,NA,NA,Should,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,NA,NA,NA,NA,NA,Neither easy nor hard,Stay the same as now,NOT SELECTED,Very good,R consents to possible data linkage,4,NA
430,NO,NO,It depends,Yes,No,Yes,Yes,YES,People should not be able,The government should decide,NA,NA,Morally opposed,NO,NO,ALWAYS WRONG,YES,NO,Easy,Make it harder,NA,Very good,R does not consent to possible data linkage,3,Strongly agree
431,YES,YES,It depends,Yes,No,No,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,NA,It depends,YES,YES,NA,YES,NO,Neither easy nor hard,Make it harder,NA,Very good,R does not consent to possible data linkage,1,NA
432,NO,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,The government should decide,NA,Should,Morally opposed,YES,YES,NA,YES,YES,Very easy,Make it harder,NA,Good,R does not consent to possible data linkage,2,NA
433,NA,NA,It depends,Yes,No,Yes,Yes,NA,NA,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,NA,NA,NA,Very good,R consents to possible data linkage,2,NA
434,NA,NA,It depends,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,NA,NA,NA,Good,R consents to possible data linkage,3,NA
435,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,NA,YES,YES,Neither easy nor hard,Make it easier,NA,Good,R does not consent to possible data linkage,1,Agree
436,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,NO,YES,NOT WRONG AT ALL,YES,NO,Neither easy nor hard,Make it easier,NA,Excellent,R does not consent to possible data linkage,2,Agree
437,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Very easy,Make it easier,NA,Good,R does not consent to possible data linkage,1,Agree
438,YES,YES,Should,Yes,No,Yes,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,YES,YES,NA,YES,YES,Very easy,Stay the same as now,NA,Very good,R consents to possible data linkage,2,NA
439,NA,NA,Should,Yes,Yes,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,NA,NA,NOT WRONG AT ALL,NA,NA,Easy,Stay the same as now,NA,Excellent,R consents to possible data linkage,2,Agree
440,YES,YES,It depends,Yes,Yes,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,NA,YES,YES,Easy,Make it easier,NA,Very good,R does not consent to possible data linkage,1,NA
441,NO,YES,NA,Yes,Yes,Yes,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,Should,It depends,NO,NO,NA,YES,NO,Easy,Stay the same as now,NOT SELECTED,Good,R consents to possible data linkage,2,NA
442,YES,YES,Should,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,NA,YES,YES,Easy,Stay the same as now,NA,Good,R consents to possible data linkage,2,NA
443,NA,NA,Should,Yes,Yes,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,NA,NA,NA,NA,NA,NA,Make it easier,NA,Good,R consents to possible data linkage,3,NA
444,YES,YES,Should,Yes,No,Yes,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,NOT WRONG AT ALL,YES,YES,Easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,4,Agree
445,NO,NO,Should not,No,No,No,Yes,NO,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,NO,NO,NA,NO,NO,NA,Make it harder,NA,Very good,R consents to possible data linkage,4,NA
446,NA,NA,NA,No,No,Yes,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,It depends,It depends,NA,NA,ALWAYS WRONG,NA,NA,Very easy,Stay the same as now,NA,Excellent,R consents to possible data linkage,5,Agree
447,NO,YES,Should not,No,No,No,No,NO,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NO,NO,NA,NO,NO,Very easy,Make it harder,NA,Good,R consents to possible data linkage,1,NA
448,YES,YES,Should,Yes,No,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,NO,YES,NOT WRONG AT ALL,YES,YES,NA,NA,NA,Fair,R does not consent to possible data linkage,1,Disagree
449,YES,YES,Should,Yes,No,NA,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,YES,YES,NA,YES,YES,NA,Make it easier,NA,NA,R does not consent to possible data linkage,1,NA
450,NA,NA,Should,No,Yes,No,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NA,NA,NA,NA,NA,Hard,Stay the same as now,NA,Fair,R does not consent to possible data linkage,3,Agree
451,YES,YES,NA,NA,NA,NA,NA,YES,NA,NA,NA,It depends,It depends,YES,NO,WRONG ONLY SOMETIMES,YES,YES,Easy,Stay the same as now,NA,Good,R consents to possible data linkage,3,Disagree
452,YES,YES,Should,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,NA,YES,YES,Easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,NA
453,NA,NA,It depends,Yes,No,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,Very easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,NA
454,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,YES,YES,NA,YES,YES,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,2,NA
455,YES,YES,Should,Yes,No,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Easy,Make it easier,NA,Excellent,R does not consent to possible data linkage,2,Strongly agree
